year,age,female_pop,male_pop,total_pop,female_deaths,male_deaths,total_deaths
1954,15,1105394.95,1125447.27,2230842.22,537.93,1148.57,1686.5
1954,16,1078966.01,1091378.95,2170344.96,590.12,1314.54,1904.66
1954,17,1057892.78,1069729.52,2127622.3,636.63,1455.63,2092.26
1954,18,1060480.85,1026275.64,2086756.49,677.47,1571.83,2249.3
1954,19,1032906.51,974305.62,2007212.13,712.61,1663.15,2375.76
1954,20,1019934.97,896006.27,1915941.24,743.99,1732.9,2476.89
1954,21,1057799.78,893038.34,1950838.12,779.25,1794.29,2573.54
1954,22,1087650.13,910700.68,1998350.81,820.28,1850.66,2670.94
1954,23,1137332.28,979514.36,2116846.64,867.1,1901.99,2769.09
1954,24,1154118.96,1019140.35,2173259.31,919.7,1948.26,2867.96
1954,25,1165775.79,1074158.99,2239934.78,978.75,1991.4,2970.15
1954,26,1211816.75,1154023.76,2365840.51,1046.86,2038.87,3085.73
1954,27,1240798.53,1195728.62,2436527.15,1124.7,2092.56,3217.26
1954,28,1217785.78,1159425.29,2377211.07,1212.27,2152.48,3364.75
1954,29,1239208.95,1173594.35,2412803.3,1309.58,2218.63,3528.21
1954,30,1250754.38,1180118.72,2430873.1,1415.02,2291.96,3706.98
1954,31,1262120.88,1197256.18,2459377.06,1522.21,2376.36,3898.57
1954,32,1252000.69,1180876.77,2432877.46,1629.55,2472.81,4102.36
1954,33,1242703.27,1173804.71,2416507.98,1737.05,2581.28,4318.33
1954,34,1219519.4,1155590.19,2375109.59,1844.72,2701.79,4546.51
1954,35,1199745.39,1140190.37,2339935.76,1956.95,2840.2,4797.15
1954,36,1199924.58,1148107.51,2348032.09,2091.34,3019.92,5111.26
1954,37,1189735.92,1141926.74,2331662.66,2252.3,3246.81,5499.11
1954,38,1170181.33,1121590.2,2291771.53,2439.84,3520.86,5960.7
1954,39,1156968.45,1114749.56,2271718.01,2653.95,3842.09,6496.04
1954,40,1137046.71,1096608.49,2233655.2,2888.39,4206.59,7094.98
1954,41,1114451.21,1082598.64,2197049.85,3118.3,4598.77,7717.07
1954,42,1083915.76,1054772.19,2138687.95,3337.43,5014.74,8352.17
1954,43,1070116.94,1044113.89,2114230.83,3545.8,5454.5,9000.3
1954,44,1060576.23,1037498.07,2098074.3,3743.38,5918.05,9661.43
1954,45,1044065.35,1020067.39,2064132.74,3938.96,6406.82,10345.78
1954,46,1011660.4,988261.03,1999921.43,4167.66,6926.57,11094.23
1954,47,990953.27,969053.5,1960006.77,4438.23,7478.74,11916.97
1954,48,974842.72,959098.38,1933941.1,4750.67,8063.34,12814.01
1954,49,926732.1,915656.18,1842388.28,5105,8680.34,13785.34
1954,50,898175.76,889536.43,1787712.19,5488.16,9323.11,14811.27
1954,51,873551.59,863861.49,1737413.08,5847.99,9964.95,15812.94
1954,52,857886.5,847137.14,1705023.64,6171.42,10599.19,16770.61
1954,53,841305.01,830227.85,1671532.86,6458.47,11225.85,17684.32
1954,54,815164.98,803812.93,1618977.91,6709.12,11844.9,18554.02
1954,55,794408.79,780943.25,1575352.04,6941.64,12466.12,19407.76
1954,56,776634.7,761624.41,1538259.11,7228.99,13128.47,20357.46
1954,57,765774.36,749808.27,1515582.63,7589.41,13841.7,21431.11
1954,58,763184.35,746975.83,1510160.18,8022.9,14605.8,22628.7
1954,59,749878.9,731516.36,1481395.26,8529.47,15420.8,23950.27
1954,60,723620.99,703624.52,1427245.51,9101.61,16276.11,25377.72
1954,61,699831.4,679039.67,1378871.07,9709.32,17129.48,26838.8
1954,62,671636.39,648929.45,1320565.84,10345.12,17970.36,28315.48
1954,63,646302.99,620149.21,1266452.2,11008.99,18798.74,29807.73
1954,64,628562.03,599485.4,1228047.43,11700.95,19614.64,31315.59
1954,65,609845.1,577580.04,1187425.14,12408.8,20388.61,32797.41
1954,66,589309.2,551716.03,1141025.23,13083.78,21002.96,34086.74
1954,67,573104.97,530257.7,1103362.67,13713.7,21428.27,35141.97
1954,68,550324.61,502751.13,1053075.74,14298.57,21664.55,35963.12
1954,69,526344.92,477316.23,1003661.15,14838.37,21711.78,36550.15
1954,70,487445.53,437336.18,924781.71,15330.11,21593.35,36923.46
1954,71,448147.27,398938.35,847085.62,15761.75,21402.74,37164.49
1954,72,408005.3,362326.11,770331.41,16130.29,21163.35,37293.64
1954,73,374805.61,331275.31,706080.92,16435.72,20875.15,37310.87
1954,74,338745.99,297080.01,635826,16678.04,20538.17,37216.21
1954,75,312029.74,271182.04,583211.78,16853.02,20143.48,36996.5
1954,76,287399.48,246776.68,534176.16,16943.78,19655.45,36599.23
1954,77,264080.93,224421.02,488501.95,16946.08,19065.17,36011.25
1954,78,240990.64,201449.14,442439.78,16859.92,18372.66,35232.58
1954,79,216009.35,176812.28,392821.63,16685.3,17577.89,34263.19
1954,80,195492.03,150753.65,346245.68,16403.84,16678.59,33082.43
1954,81,174407.16,133370.71,307777.87,15941.96,15665.51,31607.47
1954,82,149238.36,111315.65,260554.01,15281.24,14536.38,29817.62
1954,83,133221.83,96758.27,229980.1,14421.73,13291.2,27712.93
1954,84,110883.57,79349.5,190233.07,13363.39,11929.96,25293.35
1954,85,90154.13,63036.49,153190.62,12263.85,10511.95,22775.8
1954,86,74560.63,51011.66,125572.29,11355.35,9242.1,20597.45
1954,87,60875.04,40617.53,101492.57,9665.41,7996.29,17661.7
1954,88,47585.48,30970.16,78555.64,8367.68,6570.34,14938.02
1954,89,36491.04,22822.68,59313.72,7018.92,5164.41,12183.33
1954,90,27873.41,17164.17,45037.58,5923.31,4079.69,10003
1954,91,21830.97,13190.65,35021.62,4613.58,3291.17,7904.75
1954,92,17287.75,10095.55,27383.3,4031.25,2777.83,6809.08
1954,93,13098.23,7481.96,20580.19,3408.91,2236.47,5645.38
1954,94,9015.94,4968.66,13984.6,2680.5,1653.09,4333.59
1954,95,6012.21,3237.23,9249.44,1831.03,1093.72,2924.75
1954,96,4122.43,2150.9,6273.33,1301.73,807.53,2109.26
1954,97,2835.22,1450,4285.22,918.51,519.35,1437.86
1954,98,1906.69,972.35,2879.04,675.38,367.25,1042.63
1954,99,1251.01,644.05,1895.06,405.23,204.14,609.37
1954,100,843.58,428.58,1272.16,321.18,172.12,493.3
1954,101,564.55,286.35,850.9,178.1,91.07,269.17
1954,102,396.76,214.66,611.42,125.07,60.04,185.11
1954,103,328.87,175.11,503.98,91.05,45.03,136.08
1954,104,242.73,119.06,361.79,75.04,33.02,108.06
1954,105,141.17,81.21,222.38,51.03,33.02,84.05
1954,106,109.94,61.12,171.06,25.01,12.01,37.02
1954,107,97.29,48.32,145.61,28.02,10,38.02
1954,108,68.2,39.93,108.13,22.02,8,30.02
1954,109,53.98,37.11,91.09,5,4.01,9.01
1954,110,181.07,106.04,287.11,55.03,27.01,82.04
1955,0,1819285.12,1885095.36,3704380.48,45522.04,61467.63,106989.67
1955,1,1808389.99,1880738.1,3689128.09,3176.44,3880.26,7056.7
1955,2,1809243.72,1871404.03,3680647.75,1775.37,2286.92,4062.29
1955,3,1780506.98,1838468.94,3618975.92,1411.09,1747.47,3158.56
1955,4,1726447.8,1795498.43,3521946.23,1108.86,1311.1,2419.96
1955,5,1686624.63,1747953.5,3434578.13,909.92,1155.91,2065.83
1955,6,1685352.74,1744790.54,3430143.28,774.27,1085.97,1860.24
1955,7,1753885.66,1827498.88,3581384.54,661.27,1010.74,1672.01
1955,8,1559880.03,1617367.24,3177247.27,570.92,930.22,1501.14
1955,9,1322053.78,1371380.62,2693434.4,503.25,844.39,1347.64
1955,10,1361112.88,1416154.82,2777267.7,457.96,763.79,1221.75
1955,11,1413240.4,1469241.76,2882482.16,434.1,730.4,1164.5
1955,12,1369244.46,1422825.39,2792069.85,431.39,754.75,1186.14
1955,13,1236352.1,1278863.99,2515216.09,449.84,836.84,1286.68
1955,14,1175785.12,1212044.64,2387829.76,489.45,976.65,1466.1
1955,15,1122601.18,1142659.9,2265261.08,545.6,1160.98,1706.58
1955,16,1106132.54,1124707.01,2230839.55,599.8,1336.91,1936.71
1955,17,1083077.08,1094167.73,2177244.81,647.45,1491.24,2138.69
1955,18,1059163.97,1007161,2066324.97,688.54,1623.97,2312.51
1955,19,1051621.99,988360.65,2039982.64,723.06,1735.08,2458.14
1955,20,1037132.91,931702.2,1968835.11,752.82,1825.14,2577.96
1955,21,1031186.72,896841.28,1928028,784.95,1896.36,2681.31
1955,22,1051558.99,906564.74,1958123.73,821.26,1949.3,2770.56
1955,23,1107735.19,988004.83,2095740.02,861.74,1983.96,2845.7
1955,24,1138301.75,1043171.38,2181473.13,906.39,2000.34,2906.73
1955,25,1143742.25,1070600.05,2214342.3,956.33,2003.88,2960.21
1955,26,1191062.5,1137912.74,2328975.24,1016.01,2016.34,3032.35
1955,27,1231133.98,1190693.59,2421827.57,1086.57,2043.17,3129.74
1955,28,1202020.45,1149030.68,2351051.13,1168,2084.36,3252.36
1955,29,1222421.64,1160198.56,2382620.2,1260.3,2139.91,3400.21
1955,30,1253916.86,1190480.78,2444397.64,1362.38,2210.7,3573.08
1955,31,1252824.96,1193313.8,2446138.76,1469.93,2300.14,3770.07
1955,32,1244913.08,1177414.97,2422328.05,1581.84,2409.11,3990.95
1955,33,1275764.42,1211219.41,2486983.83,1698.14,2537.61,4235.75
1955,34,1257139.09,1197650.5,2454789.59,1818.81,2685.64,4504.45
1955,35,1213020.39,1154449.57,2367469.96,1946.12,2856.12,4802.24
1955,36,1209769.96,1154601.88,2364371.84,2089.15,3060.82,5149.97
1955,37,1209562.89,1163179,2372741.89,2250.16,3302.66,5552.82
1955,38,1175749.88,1129032.63,2304782.51,2429.15,3581.64,6010.79
1955,39,1158968.55,1116813.63,2275782.18,2626.13,3897.78,6523.91
1955,40,1147596.7,1106961.38,2254558.08,2838.3,4249.96,7088.26
1955,41,1133244.83,1099575.42,2232820.25,3054.54,4633.72,7688.26
1955,42,1106071.93,1074350.95,2180422.88,3272.04,5047.98,8320.02
1955,43,1083386.85,1054035.22,2137422.07,3490.82,5492.72,8983.54
1955,44,1071282.64,1044660.09,2115942.73,3710.88,5967.95,9678.83
1955,45,1063585.67,1037608.71,2101194.38,3934.33,6471.94,10406.27
1955,46,1036361.26,1011322.14,2047683.4,4169.67,6997.8,11167.47
1955,47,1011934.7,987657.45,1999592.15,4419.01,7543.81,11962.82
1955,48,998227.88,977642.46,1975870.34,4682.35,8109.96,12792.31
1955,49,952382.14,935900.25,1888282.39,4959.7,8696.27,13655.97
1955,50,918131.43,904869.6,1823001.03,5251.05,9302.46,14553.51
1955,51,895308.04,884200.27,1779508.31,5556.36,9927.55,15483.91
1955,52,865249.04,854662.85,1719911.89,5875.6,10571.27,16446.87
1955,53,840520.39,828451.33,1668971.72,6208.77,11233.61,17442.38
1955,54,828963.87,815887.19,1644851.06,6555.89,11914.58,18470.47
1955,55,812890.32,797344.66,1610234.98,6919.18,12615.3,19534.48
1955,56,786530.36,768744.55,1555274.91,7307.66,13340.19,20647.85
1955,57,772346.15,752146.64,1524492.79,7723.55,14090.37,21813.92
1955,58,774861.16,753620.4,1528481.56,8166.86,14865.84,23032.7
1955,59,759532.04,735530.63,1495062.67,8637.58,15666.59,24304.17
1955,60,731973.39,705782.89,1437756.28,9143.78,16490.39,25634.17
1955,61,716667.28,688389.5,1405056.78,9717.71,17328.23,27045.94
1955,62,699939.19,668895.28,1368834.47,10367.45,18177.87,28545.32
1955,63,667541.13,633165.87,1300707,11092.97,19039.33,30132.3
1955,64,639567.12,602790.16,1242357.28,11894.28,19912.59,31806.87
1955,65,626195.73,586640.32,1212836.05,12743.2,20765.6,33508.8
1955,66,608911.99,565533.82,1174445.81,13526.92,21470.21,34997.13
1955,67,585353.05,539588.84,1124941.89,14217.26,21994.37,36211.63
1955,68,559245.83,510525.67,1069771.5,14814.21,22338.09,37152.3
1955,69,539420.92,488374.58,1027795.5,15317.77,22501.34,37819.11
1955,70,505506.47,452477.33,957983.8,15742.93,22502.21,38245.14
1955,71,466165.07,412993.63,879158.7,16149.62,22412.87,38562.49
1955,72,426232.65,375080.85,801313.5,16552.82,22251.38,38804.2
1955,73,393952.35,344610.72,738563.07,16952.55,22017.74,38970.29
1955,74,356215.87,309341.58,665557.45,17348.79,21711.95,39060.74
1955,75,324264.25,279716.32,603980.57,17712.82,21323.59,39036.41
1955,76,296223.7,252816.87,549040.57,17929.78,20810.97,38740.75
1955,77,272526.2,230042.37,502568.57,17970.91,20163.7,38134.61
1955,78,249747.88,207267.82,457015.7,17836.24,19381.75,37217.99
1955,79,226741.05,184591.03,411332.08,17525.75,18465.12,35990.87
1955,80,206020.46,157254.09,363274.55,17070.07,17435.56,34505.63
1955,81,179314.56,134574.68,313889.24,16591.65,16379.99,32971.64
1955,82,158789.03,118262.05,277051.08,16121.12,15320.14,31441.26
1955,83,134378.38,97393.35,231771.73,15658.49,14256.01,29914.5
1955,84,119318.81,84138.39,203457.2,15203.74,13187.61,28391.35
1955,85,98005.12,68059.99,166065.11,14318.02,11899,26217.02
1955,86,78339.55,53157.9,131497.45,12059.28,9966.38,22025.66
1955,87,64040.98,42390.93,106431.91,10723.25,8596.22,19319.47
1955,88,51851.38,33332.46,85183.84,9236.11,7121.98,16358.09
1955,89,39884.78,25101.05,64985.83,7898.08,5956,13854.08
1955,90,29969.49,18167.88,48137.37,6785.22,4601.87,11387.09
1955,91,22607.61,13483.84,36091.45,4965.82,3467.91,8433.73
1955,92,17509.73,10159.47,27669.2,4021.1,2798.35,6819.45
1955,93,13568.92,7591.9,21160.82,3609.78,2258.89,5868.67
1955,94,10055,5540.95,15595.95,2894.22,1778.49,4672.71
1955,95,6743.94,3585.53,10329.47,2094.61,1252.05,3346.66
1955,96,4452.08,2291.95,6744.03,1470.13,835.7,2305.83
1955,97,3016.84,1492.84,4509.68,1030.79,641.54,1672.33
1955,98,2041.15,1009.54,3050.69,748.58,385.33,1133.91
1955,99,1369.58,689.7,2059.28,460.35,248.2,708.55
1955,100,882.24,451.8,1334.04,367.29,183.15,550.44
1955,101,598.55,300.72,899.27,183.14,99.09,282.23
1955,102,414.68,212.22,626.9,153.11,77.06,230.17
1955,103,289.79,162.82,452.61,81.06,40.04,121.1
1955,104,246.34,136.64,382.98,71.06,41.03,112.09
1955,105,180.47,86.04,266.51,73.05,25.03,98.08
1955,106,103.99,59.66,163.65,25.02,25.03,50.05
1955,107,83.33,50.21,133.54,16.01,7.01,23.02
1955,108,72.46,39.41,111.87,17.02,14.01,31.03
1955,109,55.24,34.11,89.35,13.01,2,15.01
1955,110,177.68,114.32,292,60.02,22.01,82.03
1956,0,1865142.05,1932564.26,3797706.31,45814.73,62435.8,108250.53
1956,1,1858187.98,1931724.12,3789912.1,3301.85,3784.53,7086.38
1956,2,1854184.4,1916448.87,3770633.27,1804.01,2260.51,4064.52
1956,3,1818212.8,1879464.88,3697677.68,1263.71,1701.14,2964.85
1956,4,1777974.98,1847535.7,3625510.68,1126.63,1370.92,2497.55
1956,5,1719699.2,1780496.91,3500196.11,957.34,1205.7,2163.04
1956,6,1687186.83,1745735.57,3432922.4,797.22,1094.13,1891.35
1956,7,1695636.24,1761815.64,3457451.88,667.66,991.61,1659.27
1956,8,1743529.96,1809534.7,3553064.66,568.62,898.16,1466.78
1956,9,1559403.05,1619243.41,3178646.46,500.12,813.75,1313.87
1956,10,1338990.01,1391992,2730982.01,460.45,746.14,1206.59
1956,11,1364208.05,1417331.78,2781539.83,442.67,726.31,1168.98
1956,12,1416401.67,1471087.33,2887489,445.08,762.02,1207.1
1956,13,1363051.19,1411801.38,2774852.57,467.67,853.25,1320.92
1956,14,1249857.72,1289345.04,2539202.76,510.45,1000.01,1510.46
1956,15,1163356.82,1183928.48,2347285.3,568.34,1189.55,1757.89
1956,16,1120573.01,1138486.73,2259059.74,621.07,1370.91,1991.98
1956,17,1111209.1,1127688.75,2238897.85,663.59,1531.34,2194.93
1956,18,1085549.69,1024198.4,2109748.09,695.88,1670.84,2366.72
1956,19,1050009.52,977402.25,2027411.77,717.95,1789.42,2507.37
1956,20,1056849.33,968734.08,2025583.41,732.8,1885.89,2618.69
1956,21,1048992.31,950318.65,1999310.96,752.44,1955.53,2707.97
1956,22,1027151.05,923598.02,1950749.07,779.86,1997.14,2777
1956,23,1070073.12,983718.09,2053791.21,815.06,2010.73,2825.79
1956,24,1108871.18,1042628.92,2151500.1,858.06,1996.3,2854.36
1956,25,1129804.6,1079789.74,2209594.34,909.61,1963.7,2873.31
1956,26,1169609.12,1123518.18,2293127.3,972.79,1952.38,2925.17
1956,27,1209371,1168169.31,2377540.31,1048.38,1972.2,3020.58
1956,28,1198788.18,1149363.71,2348151.89,1136.39,2023.16,3159.55
1956,29,1204331.21,1145106.5,2349437.71,1236.8,2105.26,3342.06
1956,30,1235348.85,1175755.45,2411104.3,1347.7,2214.01,3561.71
1956,31,1259437.23,1206529,2465966.23,1461.3,2331.48,3792.78
1956,32,1238189.81,1174899.91,2413089.72,1575.7,2453.2,4028.9
1956,33,1268326.4,1204798.22,2473124.62,1690.88,2579.16,4270.04
1956,34,1290157.99,1231502.35,2521660.34,1806.85,2709.36,4516.21
1956,35,1249625.82,1191938.08,2441563.9,1926.63,2850.76,4777.39
1956,36,1223377.22,1165698.89,2389076.11,2062.37,3031.14,5093.51
1956,37,1221888.95,1169810.26,2391699.21,2217.08,3257.47,5474.55
1956,38,1190513.05,1142626.62,2333139.67,2390.77,3529.73,5920.5
1956,39,1165231.56,1123054.91,2288286.47,2583.44,3847.95,6431.39
1956,40,1154840.16,1113087.43,2267927.59,2793.96,4210.64,7004.6
1956,41,1144937.71,1110198.69,2255136.4,3017.85,4612.01,7629.86
1956,42,1122780.4,1087743.28,2210523.68,3253.99,5050.59,8304.58
1956,43,1106587.2,1073852.08,2180439.28,3502.37,5526.39,9028.76
1956,44,1085938.95,1056203.45,2142142.4,3762.99,6039.4,9802.39
1956,45,1072802.61,1043507.49,2116310.1,4031.44,6582.88,10614.32
1956,46,1056886.01,1030077.28,2086963.29,4290.1,7129.81,11419.91
1956,47,1035909.48,1010203.3,2046112.78,4534.55,7673.44,12207.99
1956,48,1018317.14,994938.91,2013256.05,4764.79,8213.76,12978.55
1956,49,978261.8,957377.12,1935638.92,4980.83,8750.79,13731.62
1956,50,941305.53,922780.44,1864085.97,5194.08,9294.17,14488.25
1956,51,912957.33,897687.7,1810645.03,5450.24,9882.57,15332.81
1956,52,887218.66,875469.19,1762687.85,5760.73,10525.61,16286.34
1956,53,850062.12,838214.29,1688276.41,6125.56,11223.33,17348.89
1956,54,829872.66,815444.64,1645317.3,6544.73,11975.72,18520.45
1956,55,828601.27,810737.58,1639338.85,7008.79,12775.78,19784.57
1956,56,806670.79,786102.48,1592773.27,7480.01,13595.47,21075.48
1956,57,784104.52,760387.38,1544491.9,7948.95,14427.83,22376.78
1956,58,781628.89,755730.39,1537359.28,8415.6,15272.81,23688.41
1956,59,767322.83,737601.07,1504923.9,8879.98,16130.45,25010.43
1956,60,742028.64,709585.02,1451613.66,9355.99,16997.41,26353.4
1956,61,725706.48,690593.53,1416300.01,9899.38,17860.38,27759.76
1956,62,715524.07,676857.08,1392381.15,10524.07,18716.04,29240.11
1956,63,693817.9,651276.28,1345094.18,11230.04,19564.38,30794.42
1956,64,660126.13,615389.79,1275515.92,12017.32,20405.42,32422.74
1956,65,636822.38,589858,1226680.38,12860.64,21215.84,34076.48
1956,66,624078.1,573916.69,1197994.79,13659.08,21902.47,35561.55
1956,67,603305.63,551974.09,1155279.72,14387.38,22442.01,36829.39
1956,68,572409.2,520764.86,1093174.06,15045.55,22834.47,37880.02
1956,69,549511.23,496938.9,1046450.13,15633.58,23079.83,38713.41
1956,70,518071.98,462570.34,980642.32,16154.93,23181.51,39336.44
1956,71,483723.56,427062.44,910786,16623.44,23153.1,39776.54
1956,72,445496.11,389622.97,835119.08,17042.55,22998,40040.55
1956,73,412073.32,356826.26,768899.58,17412.26,22716.21,40128.47
1956,74,374331.26,321591.48,695922.74,17732.56,22307.73,40040.29
1956,75,339984.32,290253.05,630237.37,17997.24,21785.64,39782.88
1956,76,307294.61,260146.19,567440.8,18181.29,21202.23,39383.52
1956,77,280790.45,235561.26,516351.71,18278.48,20570.58,38849.06
1956,78,256749.3,211424.56,468173.86,18288.81,19890.69,38179.5
1956,79,234434.05,189381.12,423815.17,18212.28,19162.56,37374.84
1956,80,218743.04,164883.51,383626.55,18028.94,18360.74,36389.68
1956,81,189184.94,140339.22,329524.16,17658.97,17383.5,35042.47
1956,82,162953.59,118717.49,281671.08,17082.45,16205.39,33287.84
1956,83,142894.72,103466.82,246361.54,16299.35,14826.39,31125.74
1956,84,118942.83,83664.36,202607.19,15309.69,13246.53,28556.22
1956,85,104486.3,71519.78,176006.08,14287.03,11863.94,26150.97
1956,86,84804.4,57125.13,141929.53,13352.5,11293.55,24646.05
1956,87,66941.15,43875.06,110816.21,11117.24,8957,20074.24
1956,88,54053.35,34530.17,88583.52,9593.39,7351.92,16945.31
1956,89,43277.14,26792.16,70069.3,8370.71,6278.2,14648.91
1956,90,32486.29,19785.16,52271.45,7384.15,5091.41,12475.56
1956,91,24097.89,14140.45,38238.34,5412.04,3761.51,9173.55
1956,92,18116.19,10355.11,28471.3,4367.45,2831.9,7199.35
1956,93,13695.18,7634.4,21329.58,3580.01,2337.56,5917.57
1956,94,10318.46,5576.37,15894.83,2882.62,1757.18,4639.8
1956,95,7541.78,4013.87,11555.65,2307.3,1318.88,3626.18
1956,96,4969.04,2549.47,7518.51,1625.92,1020.68,2646.6
1956,97,3206.87,1556.97,4763.84,1115.62,573.38,1689
1956,98,2130.53,984.22,3114.75,785.44,352.24,1137.68
1956,99,1440.13,695.35,2135.48,516.29,235.15,751.44
1956,100,949.38,470.23,1419.61,381.21,194.13,575.34
1956,101,612.98,314.56,927.54,209.12,108.07,317.19
1956,102,431.4,213.66,645.06,140.08,65.05,205.13
1956,103,299.93,155.38,455.31,88.05,52.03,140.08
1956,104,214.05,122.24,336.29,70.04,30.02,100.06
1956,105,174.22,104.35,278.57,52.03,30.02,82.05
1956,106,132.99,61.01,194,38.02,23.01,61.03
1956,107,83.77,44.47,128.24,23.01,11,34.01
1956,108,66.78,39.38,106.16,7,8,15
1956,109,57.57,31.96,89.53,18.01,6,24.01
1956,110,166.82,125.51,292.33,37.06,40,77.06
1957,0,1928014.04,1997145.98,3925160.02,47755.13,64410.15,112165.28
1957,1,1897632.12,1970367.82,3867999.94,3457.96,3942.7,7400.66
1957,2,1894057.39,1959131.59,3853188.98,1849.05,2351.61,4200.66
1957,3,1860622.38,1921177.89,3781800.27,1418.81,1688.15,3106.96
1957,4,1819010.93,1890606.3,3709617.23,1103.62,1386.96,2490.58
1957,5,1776021.71,1838427.37,3614449.08,918.22,1235.21,2153.43
1957,6,1719834.33,1777449.07,3497283.4,801.37,1125.1,1926.47
1957,7,1698600.43,1762620.09,3461220.52,702.76,1026.04,1728.8
1957,8,1683598.34,1744895.7,3428494.04,622.4,938.06,1560.46
1957,9,1742159.99,1811152.32,3553312.31,560.3,861.14,1421.44
1957,10,1577926.65,1640406.52,3218333.17,517.14,803.01,1320.15
1957,11,1342819.36,1393934.15,2736753.51,495.75,794.57,1290.32
1957,12,1367789.93,1419669.06,2787458.99,496.83,843.59,1340.42
1957,13,1408679.75,1457867.31,2866547.06,520.38,950.02,1470.4
1957,14,1380379.54,1425975.45,2806354.99,566.39,1113.89,1680.28
1957,15,1237502.23,1263436.75,2500938.98,628.73,1319.49,1948.22
1957,16,1157924.67,1176720.84,2334645.51,682.89,1503.94,2186.83
1957,17,1126045.04,1142236.12,2268281.16,722.72,1651.55,2374.27
1957,18,1114021.94,1060722.79,2174744.73,748.24,1762.32,2510.56
1957,19,1074799.28,1006219.98,2081019.26,759.44,1836.23,2595.67
1957,20,1055586.14,967728.13,2023314.27,760.65,1877.55,2638.2
1957,21,1068882.92,977805.93,2046688.85,769.29,1903.23,2672.52
1957,22,1046444.57,955781.45,2002226.02,789.69,1917.5,2707.19
1957,23,1044233.51,968021.33,2012254.84,821.85,1920.39,2742.24
1957,24,1071346.01,1004679.6,2076025.61,865.78,1911.87,2777.65
1957,25,1102353.25,1053940.09,2156293.34,921.69,1898.44,2820.13
1957,26,1156469.42,1121417.12,2277886.54,990.43,1906.01,2896.44
1957,27,1187054.26,1150611.93,2337666.19,1072.19,1941.06,3013.25
1957,28,1183953.79,1136103.59,2320057.38,1166.98,2003.61,3170.59
1957,29,1199037.77,1143313.07,2342350.84,1274.8,2093.62,3368.42
1957,30,1215663.64,1160825.07,2376488.71,1394.03,2208.38,3602.41
1957,31,1244336.48,1195134.88,2439471.36,1518.18,2336.96,3855.14
1957,32,1247024.98,1189271.07,2436296.05,1645.64,2476.62,4122.26
1957,33,1261218.94,1199486,2460704.94,1776.39,2627.37,4403.76
1957,34,1282183.36,1221222.71,2503406.07,1910.44,2789.19,4699.63
1957,35,1281651.03,1221762.23,2503413.26,2048.46,2966.83,5015.29
1957,36,1260622.25,1200946.63,2461568.88,2193.09,3179.12,5372.21
1957,37,1238209.66,1181998.5,2420208.16,2345.04,3430.79,5775.83
1957,38,1197996.02,1142482.07,2340478.09,2504.27,3721.85,6226.12
1957,39,1180835.68,1135928.87,2316764.55,2670.81,4052.3,6723.11
1957,40,1166670.19,1123711.12,2290381.31,2847.38,4419.93,7267.31
1957,41,1153570.47,1116561.78,2270132.25,3044.97,4816.06,7861.03
1957,42,1132578.45,1094549.87,2227128.32,3266.31,5238.5,8504.81
1957,43,1124491.91,1087230.12,2211722.03,3511.42,5687.25,9198.67
1957,44,1110650.74,1077522.46,2188173.2,3780.27,6162.3,9942.57
1957,45,1085873.63,1053635.68,2139509.31,4068.82,6666.51,10735.33
1957,46,1066928.54,1037152.15,2104080.69,4360.78,7211.31,11572.09
1957,47,1055360.85,1028291.8,2083652.65,4652.1,7799.54,12451.64
1957,48,1041070.69,1015983.24,2057053.93,4942.75,8431.2,13373.95
1957,49,1000869.13,977542.61,1978411.74,5232.75,9106.31,14339.06
1957,50,964519.61,941449.24,1905968.85,5524.69,9814.97,15339.66
1957,51,933763.64,913266.44,1847030.08,5828.87,10517.66,16346.53
1957,52,905290.86,889161.84,1794452.7,6147.87,11204.52,17352.39
1957,53,874304.81,861090.42,1735395.23,6481.7,11875.52,18357.22
1957,54,841299.52,826658.45,1667957.97,6830.37,12530.68,19361.05
1957,55,831507.74,811826.95,1643334.69,7198.03,13185.18,20383.21
1957,56,824154.16,800835.42,1624989.58,7601.37,13899.73,21501.1
1957,57,806194.98,779299.41,1585494.39,8044.54,14689.49,22734.03
1957,58,793659.02,764216.81,1557875.83,8527.57,15554.49,24082.06
1957,59,770144.91,735374.84,1505519.75,9050.45,16494.72,25545.17
1957,60,750225.84,711463.65,1461689.49,9618.09,17495.79,27113.88
1957,61,736476.01,694273.04,1430749.05,10250.25,18500.25,28750.5
1957,62,723217.51,677353.78,1400571.29,10951.83,19493.74,30445.57
1957,63,707289.07,657096.72,1364385.79,11722.84,20476.24,32199.08
1957,64,685710,632794.93,1318504.93,12563.29,21447.76,34011.05
1957,65,657060.49,602177.18,1259237.67,13449.48,22380.49,35829.97
1957,66,633365.85,576142.41,1209508.26,14286.68,23163.17,37449.85
1957,67,616631.42,558567.01,1175198.43,15051.19,23768.02,38819.21
1957,68,591291.02,533918.67,1125209.69,15743.02,24195.01,39938.03
1957,69,563888.62,507881.06,1071769.68,16362.18,24444.16,40806.34
1957,70,527581.08,469995.5,997576.58,16910.84,24521.49,41432.33
1957,71,495755.92,435959.45,931715.37,17397.74,24451.09,41848.83
1957,72,464378.14,404197.98,868576.12,17825.06,24239.01,42064.07
1957,73,431251.21,370875.7,802126.91,18192.82,23885.24,42078.06
